100, 800, 140, 120
240, 800, 140, 120
380, 800, 140, 120
520, 800, 140, 120
100, 680, 140, 120
240, 680, 140, 120
380, 680, 140, 120
520, 680, 140, 120
100, 560, 140, 120
240, 560, 140, 120
380, 560, 140, 120
520, 560, 140, 120
100, 440, 140, 120
240, 440, 140, 120
380, 440, 140, 120
520, 440, 140, 120
240, 320, 140, 120
380, 320, 140, 120
520, 320, 140, 120
660, 320, 140, 120
520, 200, 140, 120
660, 200, 140, 120
800, 200, 140, 120
660, 80, 140, 120
800, 80, 140, 120
800, -40, 140, 120
